nameEn,nameZh,cas,unii,synonyms
Serotonin,,,333DO1RDJY,"FCS CP|Pineal Liquescence 3030|Serotonin/L-Tryptophan 1548|Serotonin Dopamine Liquescence|5-hydroxy tryptophan,dl - alfalfa - avena sativa flowering top - lachesis muta venom - phosphoric acid - salix alba bark - salmonella enterica subsp. enterica serovar typhi - sepia officinalis juice - serotonin - strychnos ignatii seed - sus scrofa pineal gland - sus scrofa thymus - tryptophan -|angelica archangelica root - anisum - artemisia abrotanum flowering top - ascorbic acid - citrullus colocynthis fruit pulp - gentiana lutea root - melatonin - niacin - pancrelipase amylase - pancrelipase lipase - pork liver - serotonin - strychnos nux-vomica seed - sus scrofa diencephalon - sus scrofa duodenum - sus scrofa gall bladder - sus scrofa pancreas - sus scrofa pylorus - thiamine hydrochloride - trypsin - tryptophan -|Blatta Americana, Cerebrum Suis, Cacao, Columbus Palumba, Heart (Suis), Diospyros Kaki, Formica Rufa, Hypothalamus Suis, Hypophysis Suis, Paloondo, NPY (Neuropeptide Y), Serotonin (Hydrochloride), Silicea, Sulphur, Veratrum Album, Salix Vitellina, Flos|Melancholy Drops 2002"
Nelarabine,,,60158CV180,Arranon
Scandium Iodide,,,QVJ18SK04T,Scandium Iodatum
Fosphenytoin Sodium,,,7VLR55452Z,Fosphenytoin|CEREBYX
Milsaperidone,,,7SV1ZOG031,BYSANTI
Influenza B Virus B/Phuket/3073/2013 Antigen (Formaldehyde Inactivated),,,B93BQX9789,"Virimmune|Eucalyptus Globulus, Ipecacuanha, Aconitum Napellus, Adenoviren Nosode, Influenzinum 2021-2022, Bryonia (Alba), Eupatorium Perfoliatum, Gelsemium Sempervirens, Kreosotum, Veratrum Viride|Chelidonium Majus, Lobelia Inflata, Rumex Crispus, Sambucus Nigra, Senega Officinalis, Spongia Tosta, Taraxacum Officinale, Myristica Sebifera, Sticta Pulmonaria, Sulphur, Ustilago Maidis, Polyporus Officinalis, Candida Albicans, Carduus Marianus, Crotalus Horridus, Scrophularia Nodosa, Agaricus Muscarius, Bovista, Secale Cornutum, Anas Barbariae, Hepatis Et Cordis Extractum, Anthracinum, Arsenicum Album, Baptisia Tinctoria, Berberis Vulgaris, Botulinum, Dysentery Bacillus, Gaertner Bacillus (Bach),|Influenzinum 200C|Triticum Aestivum, Asparagus Officinalis, Berberis Vulgaris, Echinacea (Angustifolia), Kali Muriaticum, Petroselinum Sativum, Sabal Serrulata, Solidago Virgaurea, Taraxacum Officinale, Uva-Ursi, Barosma (Betulina), Eupatorium Purpureum, Kidney (Suis), Bryonia (Alba), Mercurius Corrosivus, Aluminum Metallicum, Antimonium Crudum, Argentum Metallicum, Arsenicum Album, Aurum Metallicum, Baryta Carbonica, Beryllium Metallicum, Bismuthum Metallicum, Boron, Bromium, Cadmium Metallicum, Cerium Metallicum,|Influenzinum (2021-2022)|Lymphastat V|Bio-Immune"
Rubia Tinctorum Root,,,0SVP95L23G,"Kidney Tonic II|Glutathione, Kidney (Suis), Urinary Bladder (Suis), Agrimonia Eupatoria Flos, Apis Mellifica, Berberis Vulgaris, Bryonia (Alba), Calcarea Carbonica, Galium Aparine, Rubia Tinctorum|Renapar|Bestmade Natural Products Bladder and Kidney Natural Support|Benzoicum Acidum, Berberis Vulgaris, Bryonia, DNA, Eupatorium Purpureum, Glandula Suprarenalis Suis, Hydrangea Arborescens, Hypothalamus, Mercurius Corrosivus, Pancreas Suis, Pareira Brava, Petroselinum Sativum, Pituitarum Posterium, Rubia Tinctorum, Sarsaparilla, Solidago Virgaurea, Thyroidinum (Bovine), Uva-Ursi|Acid nitric, Berberis vulg, Lycopodium, Ocimum can, Pareira brava, Rubia tinctor|Bestmade Natural Products BM124|Agrimonia eupatoria, Berberis vulgaris, Calcarea oxalica, Calcarea phosphorica, Cantharis, Echinacea, Equisetum arvense, Ferrum phosphoricum, Lycopodium clavatum, Pareira brava, Petroselinum sativum, Rubia tinctorum, Sarsaparilla, Solidago virgaurea, Uva-ursi."
Populus Tremuloides Pollen,,,928OC2TJDA,"Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 1 Tree, Zone 1 Weed, Zone 1 Grass|Allergena Zone 1 Kids Grasses, Trees and Weeds|Trees 2|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 7 Tree, Zone 7 Weed, Zone 7 Grass|Allergena Zone 3 Kids Trees, Weeds and Grasses|Allergena Zone 8 Kids Trees, Weeds and Grasses|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 8 Tree, Zone 8 Weed, Zone 8 Grass|Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 8 Tree, Zone 8 Weed, Zone 8 Grass"
Taxodium Distichum Pollen,,,O12H03B41R,"Allergena Texas Trees|Allergena Zone 5 Kids Trees, Weeds and Grasses|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Texas Tree, Texas Weed, Texas Grass|Antigens All Zones Grasses Trees and Weeds. Baptisia tinctoria, Echinacea, Hydrastis canadensis, Myrrha, Nasturtium aquaticum, Phytolacca decandra, Urtica urens|Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Nasturtium aquaticum, Phytolacca decandra, Trigonella foenum-graecum, Zone 4 Tree, Zone 4 Weed, Zone 4 Grass|Allergena Zone 2 Trees, Weeds and Grasses|Allergena Zone 4 Kids|TexaClear All Season Allergy Relief"
Prosopis Juliflora Pollen,,,6EIJ3D04MR,"Allergena Texas Trees|Allergena Zone 5 Kids Trees, Weeds and Grasses|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Texas Tree, Texas Weed, Texas Grass|Antigens All Zones Grasses Trees and Weeds. Baptisia tinctoria, Echinacea, Hydrastis canadensis, Myrrha, Nasturtium aquaticum, Phytolacca decandra, Urtica urens|Allergena Zone 9 Trees, Weeds and Grasses|Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Nasturtium aquaticum, Phytolacca decandra, Trigonella foenum-graecum, Zone 4 Tree, Zone 4 Weed, Zone 4 Grass|Allergena Zone 4 Kids|TexaClear All Season Allergy Relief"
Quercus Stellata Pollen,,,W34X0P8636,"Allergena Texas Trees|Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 1 Tree, Zone 1 Weed, Zone 1 Grass|Allergena Zone 1 Kids Grasses, Trees and Weeds|Allergena Zone 5 Kids Trees, Weeds and Grasses|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Texas Tree, Texas Weed, Texas Grass|Antigens All Zones Grasses Trees and Weeds. Baptisia tinctoria, Echinacea, Hydrastis canadensis, Myrrha, Nasturtium aquaticum, Phytolacca decandra, Urtica urens|Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Nasturtium aquaticum, Phytolacca decandra, Trigonella foenum-graecum, Zone 4 Tree, Zone 4 Weed, Zone 4 Grass|Allergena Zone 3 Kids Trees, Weeds and Grasses"
Koeleria Macrantha Pollen,,,IIC6H3WF6J,"Allergena Texas Trees|Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 1 Tree, Zone 1 Weed, Zone 1 Grass|Allergena Zone 1 Kids Grasses, Trees and Weeds|Allergena Zone 5 Kids Trees, Weeds and Grasses|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Texas Tree, Texas Weed, Texas Grass|Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Nasturtium aquaticum, Phytolacca decandra, Trigonella foenum-graecum, Zone 4 Tree, Zone 4 Weed, Zone 4 Grass|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 7 Tree, Zone 7 Weed, Zone 7 Grass|Allergena Zone 3 Kids Trees, Weeds and Grasses"
Pascopyrum Smithii Pollen,,,6AU0ZD8T1O,"Allergena Texas Trees|Allergena Zone 5 Kids Trees, Weeds and Grasses|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Texas Tree, Texas Weed, Texas Grass|Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Nasturtium aquaticum, Phytolacca decandra, Trigonella foenum-graecum, Zone 4 Tree, Zone 4 Weed, Zone 4 Grass|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 7 Tree, Zone 7 Weed, Zone 7 Grass|Allergena Zone 3 Kids Trees, Weeds and Grasses|Allergena Zone 8 Kids Trees, Weeds and Grasses|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 8 Tree, Zone 8 Weed, Zone 8 Grass"
Rumex Acetosella Pollen,,,N52MIQ81ZW,"Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 1 Tree, Zone 1 Weed, Zone 1 Grass|Allergena Zone 1 Kids Grasses, Trees and Weeds|Antigens All Zones Grasses Trees and Weeds. Baptisia tinctoria, Echinacea, Hydrastis canadensis, Myrrha, Nasturtium aquaticum, Phytolacca decandra, Urtica urens|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 7 Tree, Zone 7 Weed, Zone 7 Grass|Allergena Zone 3 Kids Trees, Weeds and Grasses|Allergena Zone 8 Kids Trees, Weeds and Grasses|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 8 Tree, Zone 8 Weed, Zone 8 Grass|Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 8 Tree, Zone 8 Weed, Zone 8 Grass"
Ciclopirox Olamine,,,50MD4SB4AP,
Achillea Millefolium Flower,,,YQR8R0SQEA,"Acne Face Wash|Tattoo Care|AGRIMONY, CALOCHORTUS TOLMIEI, CIMICIFUGA RACEMOSA, CLEMATIS VITALBA, DANDELION, DIPLACUS AURANTIACUS, ECHINACEA ANGUSTIFOLIA, EHRENDORFERIA CHRYSANTHA, FUCHSIA, HYDRASTIS CANADENSIS, KALI PHOSPHORICUM, LARIX DECIDUA, LATHYRUS ODORATUS, LONICERA CAPRIFOLIUM, NATRUM MURIATICUM, ROSA CALIFORNICA, ROSMARINUS OFFICINALIS, STIGMATA MAIDIS, SULPHUR, YARROW, YERBA SANTA|Calendula officinalis, Chamomilla recutita, Archillea millefolium, Symphytum officinalis, Helianthus annuus|Cold Sore Relief|Foot Care|Salvacine|Childrens First Aid"
"Influenza A Virus A/Victoria/2570/2019 Ivr-215 (H1N1) Antigen (Uv, Formaldehyde Inactivated)",,,34C49NV47P,"Virimmune|Apis Mellifica, Aconitum Napellus, Allium Cepa, Bryonia (Alba), Eupatorium Perfoliatum, Euphrasia Officinalis, Ipecacuanha, Belladonna, Echinacea Purpurea, Asclepias Vincetoxicum, Gelsemium Sempervirens, Phosphorus, Influenzinum|Hepar Suis, Histaminum Hydrochloricum, Thuja Occidentalis, RNA, Echinacea (Angustifolia), Ledum Palustre, Mezereum, Silicea, Influenzinum, Antimonium Tartaricum, Arsenicum Album, Bryonia (Alba), Gelsemium Sempervirens, Hyoscyamus Niger, Lac Felinum, Mercurius Solubilis, Nicotinamidum, Senega Officinalis, Spigelia Anthelmia, Sulphur, Zincum Metallicum|Flu Formula|Medulla Ossis Suis, Spleen (Bovine), Thymus (Bovine), Carcinosin, Cytomegalovirus Nosode, Influenzinum (2022-2023), Streptococcus Viridans, Toxoplasma Gondii, Epstein-Bar Virus Nosode|Echinacea (Angustifolia), Boldo, Phytolacca Decandra, Pinus Sylvestris, Thyroidinum (Suis), Germanium Sesquioxide, Arnica Montana, Calcarea Iodata, Hamamelis Virginiana, Hepar Sulphuris Calcareum, Adenosinum Triphosphoricum Dinatrum, Ubidecarenonum, Naja Tripudians, Calcarea Phosphorica, Influenzinum (2022-2023), Natrum Sulphuricum, Pyrogenium, Sulphur, Carcinosin|Adenoviren Nosode, Cytomegalovirus Nosode, Herpes Simplex Virus 1 DNA, Herpes Simplex Virus 2 DNA, Epstein-Barr Virus Nosode, Hepatitis B Nosode, Herpes Simplex 1 Nosode, Herpes Simplex 2 Nosode, Human Herpesvirus 6A, Human Herpesvirus 6B, Influenzinum (2022-2023)|Echinacea (Angustifolia), Arnica Montana, Baptisia Tinctoria, Sanguinaria Canadensis, Aristolochia Clematitis, Eupatorium Perfoliatum, Euphorbium Officinarum, Aconitum Napellus, Argentum Nitricum, Arsenicum Album, Bryonia (Alba), Gelsemium Sempervirens, Mercurius Corrosivus, Phosphorus, Phytolacca Decandra, Pulsatilla (Pratensis), Rhus Tox, Sulphur, Thuja Occidentalis, Hepar Sulphuris Calcareum, Lachesis Mutus, Zincum Metallicum, Astragalus Membranaceus, Influenzinum (2022-2023), Spleen (Suis), Thymus,"
"Influenza A Virus A/Darwin/9/2021 Ivr-228 (H3N2) Antigen (Uv, Formaldehyde Inactivated)",,,P483J7GX6D,"Virimmune|Apis Mellifica, Aconitum Napellus, Allium Cepa, Bryonia (Alba), Eupatorium Perfoliatum, Euphrasia Officinalis, Ipecacuanha, Belladonna, Echinacea Purpurea, Asclepias Vincetoxicum, Gelsemium Sempervirens, Phosphorus, Influenzinum|Hepar Suis, Histaminum Hydrochloricum, Thuja Occidentalis, RNA, Echinacea (Angustifolia), Ledum Palustre, Mezereum, Silicea, Influenzinum, Antimonium Tartaricum, Arsenicum Album, Bryonia (Alba), Gelsemium Sempervirens, Hyoscyamus Niger, Lac Felinum, Mercurius Solubilis, Nicotinamidum, Senega Officinalis, Spigelia Anthelmia, Sulphur, Zincum Metallicum|Flu Formula|Medulla Ossis Suis, Spleen (Bovine), Thymus (Bovine), Carcinosin, Cytomegalovirus Nosode, Influenzinum (2022-2023), Streptococcus Viridans, Toxoplasma Gondii, Epstein-Bar Virus Nosode|Echinacea (Angustifolia), Boldo, Phytolacca Decandra, Pinus Sylvestris, Thyroidinum (Suis), Germanium Sesquioxide, Arnica Montana, Calcarea Iodata, Hamamelis Virginiana, Hepar Sulphuris Calcareum, Adenosinum Triphosphoricum Dinatrum, Ubidecarenonum, Naja Tripudians, Calcarea Phosphorica, Influenzinum (2022-2023), Natrum Sulphuricum, Pyrogenium, Sulphur, Carcinosin|Adenoviren Nosode, Cytomegalovirus Nosode, Herpes Simplex Virus 1 DNA, Herpes Simplex Virus 2 DNA, Epstein-Barr Virus Nosode, Hepatitis B Nosode, Herpes Simplex 1 Nosode, Herpes Simplex 2 Nosode, Human Herpesvirus 6A, Human Herpesvirus 6B, Influenzinum (2022-2023)|Echinacea (Angustifolia), Arnica Montana, Baptisia Tinctoria, Sanguinaria Canadensis, Aristolochia Clematitis, Eupatorium Perfoliatum, Euphorbium Officinarum, Aconitum Napellus, Argentum Nitricum, Arsenicum Album, Bryonia (Alba), Gelsemium Sempervirens, Mercurius Corrosivus, Phosphorus, Phytolacca Decandra, Pulsatilla (Pratensis), Rhus Tox, Sulphur, Thuja Occidentalis, Hepar Sulphuris Calcareum, Lachesis Mutus, Zincum Metallicum, Astragalus Membranaceus, Influenzinum (2022-2023), Spleen (Suis), Thymus,"
"Influenza B Virus B/Austria/1359417/2021 Bvr-26 Antigen (Uv, Formaldehyde Inactivated)",,,TBV2PPG6EF,"Virimmune|Apis Mellifica, Aconitum Napellus, Allium Cepa, Bryonia (Alba), Eupatorium Perfoliatum, Euphrasia Officinalis, Ipecacuanha, Belladonna, Echinacea Purpurea, Asclepias Vincetoxicum, Gelsemium Sempervirens, Phosphorus, Influenzinum|Hepar Suis, Histaminum Hydrochloricum, Thuja Occidentalis, RNA, Echinacea (Angustifolia), Ledum Palustre, Mezereum, Silicea, Influenzinum, Antimonium Tartaricum, Arsenicum Album, Bryonia (Alba), Gelsemium Sempervirens, Hyoscyamus Niger, Lac Felinum, Mercurius Solubilis, Nicotinamidum, Senega Officinalis, Spigelia Anthelmia, Sulphur, Zincum Metallicum|Flu Formula|Medulla Ossis Suis, Spleen (Bovine), Thymus (Bovine), Carcinosin, Cytomegalovirus Nosode, Influenzinum (2022-2023), Streptococcus Viridans, Toxoplasma Gondii, Epstein-Bar Virus Nosode|Echinacea (Angustifolia), Boldo, Phytolacca Decandra, Pinus Sylvestris, Thyroidinum (Suis), Germanium Sesquioxide, Arnica Montana, Calcarea Iodata, Hamamelis Virginiana, Hepar Sulphuris Calcareum, Adenosinum Triphosphoricum Dinatrum, Ubidecarenonum, Naja Tripudians, Calcarea Phosphorica, Influenzinum (2022-2023), Natrum Sulphuricum, Pyrogenium, Sulphur, Carcinosin|Adenoviren Nosode, Cytomegalovirus Nosode, Herpes Simplex Virus 1 DNA, Herpes Simplex Virus 2 DNA, Epstein-Barr Virus Nosode, Hepatitis B Nosode, Herpes Simplex 1 Nosode, Herpes Simplex 2 Nosode, Human Herpesvirus 6A, Human Herpesvirus 6B, Influenzinum (2022-2023)|Echinacea (Angustifolia), Arnica Montana, Baptisia Tinctoria, Sanguinaria Canadensis, Aristolochia Clematitis, Eupatorium Perfoliatum, Euphorbium Officinarum, Aconitum Napellus, Argentum Nitricum, Arsenicum Album, Bryonia (Alba), Gelsemium Sempervirens, Mercurius Corrosivus, Phosphorus, Phytolacca Decandra, Pulsatilla (Pratensis), Rhus Tox, Sulphur, Thuja Occidentalis, Hepar Sulphuris Calcareum, Lachesis Mutus, Zincum Metallicum, Astragalus Membranaceus, Influenzinum (2022-2023), Spleen (Suis), Thymus,"
"Influenza B Virus B/Phuket/3073/2013 Antigen (Uv, Formaldehyde Inactivated)",,,H2198F8ZNA,"Virimmune|Apis Mellifica, Aconitum Napellus, Allium Cepa, Bryonia (Alba), Eupatorium Perfoliatum, Euphrasia Officinalis, Ipecacuanha, Belladonna, Echinacea Purpurea, Asclepias Vincetoxicum, Gelsemium Sempervirens, Phosphorus, Influenzinum|Hepar Suis, Histaminum Hydrochloricum, Thuja Occidentalis, RNA, Echinacea (Angustifolia), Ledum Palustre, Mezereum, Silicea, Influenzinum, Antimonium Tartaricum, Arsenicum Album, Bryonia (Alba), Gelsemium Sempervirens, Hyoscyamus Niger, Lac Felinum, Mercurius Solubilis, Nicotinamidum, Senega Officinalis, Spigelia Anthelmia, Sulphur, Zincum Metallicum|Flu Formula|Medulla Ossis Suis, Spleen (Bovine), Thymus (Bovine), Carcinosin, Cytomegalovirus Nosode, Influenzinum (2022-2023), Streptococcus Viridans, Toxoplasma Gondii, Epstein-Bar Virus Nosode|Echinacea (Angustifolia), Boldo, Phytolacca Decandra, Pinus Sylvestris, Thyroidinum (Suis), Germanium Sesquioxide, Arnica Montana, Calcarea Iodata, Hamamelis Virginiana, Hepar Sulphuris Calcareum, Adenosinum Triphosphoricum Dinatrum, Ubidecarenonum, Naja Tripudians, Calcarea Phosphorica, Influenzinum (2022-2023), Natrum Sulphuricum, Pyrogenium, Sulphur, Carcinosin|Adenoviren Nosode, Cytomegalovirus Nosode, Herpes Simplex Virus 1 DNA, Herpes Simplex Virus 2 DNA, Epstein-Barr Virus Nosode, Hepatitis B Nosode, Herpes Simplex 1 Nosode, Herpes Simplex 2 Nosode, Human Herpesvirus 6A, Human Herpesvirus 6B, Influenzinum (2022-2023)|Echinacea (Angustifolia), Arnica Montana, Baptisia Tinctoria, Sanguinaria Canadensis, Aristolochia Clematitis, Eupatorium Perfoliatum, Euphorbium Officinarum, Aconitum Napellus, Argentum Nitricum, Arsenicum Album, Bryonia (Alba), Gelsemium Sempervirens, Mercurius Corrosivus, Phosphorus, Phytolacca Decandra, Pulsatilla (Pratensis), Rhus Tox, Sulphur, Thuja Occidentalis, Hepar Sulphuris Calcareum, Lachesis Mutus, Zincum Metallicum, Astragalus Membranaceus, Influenzinum (2022-2023), Spleen (Suis), Thymus,"
Iron Sucrose,,,FZ7NYF5N8L,Venofer|VENOFER (IRON SUCROSE)
Insulin Pork,,,AVT680JB39,"FCS CP|7-Oxo-Dehydroepiandrosterone 3-Acetate, AACG-A, AACG-B, Adenosinum Triphosphoricum Dinatrum, Asclepias Vincetoxicum, Calcarea Carbonica, Cerebrum Suis, Echinacea (Angustifolia), Gambogia, Gelsemium Sempervirens, Graphites, Hepar Suis, Hypothalamus (Suis), Insulinum (Suis), Kidney (Suis), Methylcobalamin, Nux Vomica, Pancreas Suis, Phytolacca Decandra, Proteus (Vulgaris), Sarcolacticum Acidum, Stomach (Suis)|Asclepias Vincetoxicum, Echinacea (Angustifolia), Hypothalamus (Suis), Cerebrum (Suis), Hepar Suis, Kidney (Suis), Methylcobalamin, Pancreas Suis, Stomach (Suis), Aacg-A, Aacg-B, Calcarea Carbonica, Gambogia, Gelsemium Sempervirens, Graphites, Nux Vomica, Phytolacca Decandra, 7-Keto (3-Acetyl-7-Oxo-Dehydroepiandrosterone), Adenosinum Triphosphoricum Dinatrum, Glucagon, Insulinum, Sarcolacticum Acidum, Proteus (Vulgaris)|Homeoplex D|Asclepias Vincetoxicum, Echinacea (Angustifolia), Hypothalamus (Suis), Cerebrum Suis, Hepar Suis, Kidney (Suis), Methylcobalamin, Pancreas Suis, Stomach (Suis), AACG-A, AACG-B, Calcarea Carbonica, Gelsemium Sempervirens, Graphites, Nux Vomica, Phytolacca Decandra, Gambogia, 7-Oxo-Dehydroepiandrosterone 3-Acetate, Adenosinum Triphosphoricum Dinatrum, Insulinum (Suis), Sarcolacticum Acidum, Proteus (Vulgaris)|HA2CG Evolution|Asclepias Vincetoxicum, Echinacea (Angustifolia), Hypothalamus (Suis), Cerebrum Suis, Hepar Suis, Kidney (Suis), Methylcobalamin, Pancreas Suis, Stomach (Suis), AACG-A, AACG-B, Calcarea Carbonica, Gelsemium Sempervirens, Graphites, Nux Vomica, Phytolacca Decandra, Gambogia, 7-OXO-Dehydroepiandrosterone 3-acetate (7-KETO), Adenosinum Triphosphoricum Dinatrum, Insulinum (Suis), Sarcolacticum Acidum, Proteus (Vulgaris)|Corticotropin,GlutamicAcid,MucunaPuriensSeed,Serotonin,Epinephrine,Niacinamide,Ubidecarenone,AdenosineTriphosphate,InsulinPork,SusScrofaParathyroidGland,SusScrofaPituitaryGland,ThiamineHydrochloride,Thyroid,Unspecified,AnhydrousCitricAcid,HerringSpermDNA,SaccharomycesCerevisiaeRNA,AnacardiumOccidentaleFruit,ArsenicTrioxide,AsparticAcid,BariumCarbonate,OysterShellCalciumCarbonate,Crude,ClematisRectaFloweringTop,LycopodiumClavatumSpore,AnemonePulsatilla,DaturaStramonium,Sulfur"
Methylergonovine Maleate,,,IR84JPZ1RK,Methylergonovine|Methergine
Zinc Sulfate Heptahydrate,,,N57JI2K7WP,"Multitrace -4 Pediatric|Melatonin, Nadidum, Niacin, Pyridoxinum Hydrochloricum, Zincum Sulphuricum, Hypophysis Suis, Hypothalamus (Suis), Lithium Carbonicum, Magnesia Carbonica, Pineal (Suis)|Multitrace-5|Zincum sulphuricum|Trace Elements 5|Trace Elements 4|GLUCOREKT|ZINCUM SULPHURICUM"
Hyaluronic Acid,,,S270N0TRQY,"EyeOne eyelid cleansing tools|Instant Anti Aging Wrinkle Eye Treatment Syringe|Hyaluronic Acid 1% Vitamin E 0.5% MIRACLE BALM|Skin Smoothing Care|Gethorey MIRACLE BALM|JASBELLO VAGINAL|Hyaluronic Acid, Tocopheryl Acetate|EyeOne Cleaner"
Star Anise,,,XKC1657P78,"AlfalfaD1, AbsinthiumD4, AngusturaD2, China OffD4, CinnamonD3, Illicium AnisD1, Nux VomicaD7|Viru-Chord|ALLIUM CEPA, ALLIUM SATIVUM, BARYTA IODATA, BERBERIS VULGARIS, CARDUUS MARIANUS, CHENOPODIUM ANTHELMINTICUM, CHININUM ARSENICOSUM, CINA, CINCHONA OFFICINALIS, CROTON TIGLIUM, ECHINACEA ANGUSTIFOLIA, HYDRASTIS CANADENSIS, ILLICIUM ANISATUM, LYCOPODIUM CLAVATUM, NATRUM PHOSPHORICUM, RHAMNUS PURSHIANA, SANTONINUM, SCROPHULARIA NODOSA, SENNA, SULPHUR, TANACETUM VULGARE, TEUCRIUM MARUM|Bestmade Natural Products BM41|B04 DIGESTION|Belladonna, Cinchona Officinalis, Echinacea (Angustifolia), Gelsemium Sempervirens, Glandula Suprarenalis Suis, Glycyrrhiza Glabra, Hepar Suis, Hydrastis Canadensis, Illicium Anisatum, Influenzinum, Lachesis Mutus, Lappa Major, Magnesia Phosphorica, Morbillinum, Myrrha, Nasturtium Aquaticum, Nux Vomica, Paloondo, Pyridoxinum Hydrochloricum, Riboflavinum, Sambucus Nigra, Scutellaria Lateriflora, Thiaminum Hydrochloricum, Thyroidinum (Bovine)|ALFALFA, ANTIMONIUM CRUDUM, AVENA SATIVA, BERBERIS VULGARIS, CAJUPUTUM, CARBO ANIMALIS, CARBO VEGETABILIS, CHELIDONIUM MAJUS, FEL TAURI, GENTIANA LUTEA, GLYCYRRHIZA GLABRA, ILLICIUM ANISATUM, INDOLUM, KALI CARBONICUM, LYCOPODIUM CLAVATUM, MAGNESIA PHOSPHORICA, NUX VOMICA, PANCREATINUM, PEPSINUM, RAPHANUS SATIVUS, RHAMNUS PURSHIANA, SKATOLUM|Chamomilla, Cinnamomum, Coriandrum Sativum, Illicium Anisatum, Rheum (Palmatum), Syzygium Jambolanum, Zingiber Officinale, Angelica Archangelica, Cardamomum (Elettaria Cardamomum), Myrrha, Aloe, Crocus Sativus, Gallbladder (Bovine), Pancreas Suis, Stomach (Suis), Papain, Camphora, Valeriana Officinalis, Bromelain"
Santonin,,,1VL8J38ERO,"Brain Support|Para Solve|CINA|ALLIUM CEPA, ALLIUM SATIVUM, BARYTA IODATA, BERBERIS VULGARIS, CARDUUS MARIANUS, CHENOPODIUM ANTHELMINTICUM, CHININUM ARSENICOSUM, CINA, CINCHONA OFFICINALIS, CROTON TIGLIUM, ECHINACEA ANGUSTIFOLIA, HYDRASTIS CANADENSIS, ILLICIUM ANISATUM, LYCOPODIUM CLAVATUM, NATRUM PHOSPHORICUM, RHAMNUS PURSHIANA, SANTONINUM, SCROPHULARIA NODOSA, SENNA, SULPHUR, TANACETUM VULGARE, TEUCRIUM MARUM|OHM Parasites|Para-Si|Santoninum|Bestmade Natural Products BM43"
